Titre,Lien_du_titre,information,image,date,ldb,ldb1,information2,information3,notation_detail,Duree,Genre,Origine,Annee,Realisateur,Acteurs,Conseils,note,Synopsis
Hunger Games – La Révolte : Partie 2 ,https://www.cine974.com/film/hunger-games-la-revolte-partie-2/1068/, 1739,https://www.cine974.com/images/affiches/moyen/hunger-games-----la-r--volte---partie-2--3rsUNUuu.jpg,"
								2015								",1739,3.6,2h17,14672, (16),2h17,Aventure,Américain,2015,Francis Lawrence,"
	
			avec Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks,  plus...
	",, 3.6 | 16 avis ,"Alors que Panem est ravagé par une guerre désormais totale, Katniss et le Président Snow vont s’affronter pour la dernière fois. Katniss et ses plus proches amis – Gale, Finnick, et Peeta – sont envoyés en mission pour le District 13 : ils vont risquer leur vie pour tenter d’assassiner le Président Snow, qui s’est juré de détruire Katniss. Les pièges mortels, les ennemis et les choix déchirants qui attendent Katniss seront des épreuves bien pires que tout ce qu’elle a déjà pu affronter dans l’arène…"
LES ANNÉES LYCÉE,https://www.cine974.com/film/les-annees-lycee/24634/, 1740,https://www.cine974.com/images/affiches/moyen/les-ann--es-lyc--e-s7ktUEFG.jpg,"
								0000								",1740,3.6,1h37,3405, (16),1h37,Comédie dramatique,Américain,,Michael Corrente,"
	
			avec Alec Baldwin, Shawn Hatosy, Tommy Bone, Samantha Lavigne, Jonathan Brandis,  plus...
	",, 3.6 | 16 avis ,
"VALÉRIE BACOT, POURQUOI J'AI TUÉ MON MARI ?",https://www.cine974.com/film/valerie-bacot-pourquoi-j-ai-tue-mon-mari/47973/, 1741,https://www.cine974.com/images/affiches/moyen/val--rie-bacot--pourquoi-j-ai-tu---mon-mari---rY1GD3tD.jpg,"
								2019								",1741,3.6,0h57,5564, (16),0h57,Documentaire,Français,2019,Nathalie Mazier,"
	
	",, 3.6 | 16 avis ,"Le 13 mars 2016, Valérie Bacot, 35 ans, tue son époux pour que sa fille ne vive jamais ce qu'elle a elle-même enduré. Son mari, Daniel Polette, de 25 ans son aîné, lui a fait vivre un enfer depuis l'adolescence. À l'époque, il est son beau-père, et la viole quotidiennement Pendant 18 années, au cours desquelles elle donne naissance à 4 enfants, Valérie Bacot vit un enfer conjugal."
LE GRINCH,https://www.cine974.com/film/le-grinch/3010/, 1742,https://www.cine974.com/images/affiches/moyen/le-grinch-YxjzBlFU.jpg,"
								2000								",1742,3.6,1h44,9546, (16),1h44,Comédie,"Allemand, Américain",2000,Ron Howard,"
	
			avec Jim Carrey, Taylor Momsen, Jeffrey Tambor, Verne Troyer, Bryce Dallas Howard,  plus...
	",, 3.6 | 16 avis ,"Le Grinch est un croque-mitaine de poils verts qui arbore un sourire élastique jusqu'aux oreilles. Misanthrope exilé, il vit depuis 53 ans dans une grotte sur le mont Crumpit avec son chien Max. Il se nourrit de jus de laitue, d'huile de castor et de lait tourné, et a un coeur trois fois trop petit pour aimer qui que ce soit. Recueilli par deux charmantes vieilles dames, le Grinch aurait aimé avoir une enfance et une scolarité normales, avoir des copains et flirter avec la gentille Martha qui le couvait d'un oeil tendre. Mais les petits Whos se comportèrent si cruellement avec lui qu'ils le contraignirent à l'exil. C'est ainsi que le Grinch devint un ermite grognon et un farceur pervers détestant Noël et tout ce qui va avec. Surtout le Noël des habitants de Whoville, en bas, dans la vallée. Leurs préparatifs pour les fêtes et leurs chants mélodieux l'ont toujours contrarié au plus haut point. Il est allergique à toute cette joie qui émane de cette petite ville. Mais une petite fille, Cindy Lou, souhaiterait en savoir plus sur celui qu'on présente partout comme un monstre. Pour ce faire, elle gravit courageusement le Mont Crumpit et s'en va frapper à la porte du Grinch. Après avoir cherché à lui faire peur, le reclus, ému malgré lui par tant de sollicitude, prend le risque de descendre à Whoville et de se mêler aux habitants. Hélas, ses espoirs d'être nommé directeur des fêtes tournent court par la faute du maire, et le Grinch regagne son antre, bien décidé à se venger. Il a alors une idée monstrueuse : il revêt le costume du Père Noël, construit un traîneau, déguise son chien en renne et passe de maison en maison avec son gros sac vide pour voler tous les cadeaux, sapins, bûches, dindes et ainsi gâcher la nuit du réveillon des habitants de Whoville. Mais il découvre rapidement que l'esprit de Noël ne se réduit pas aux jouets, chants, parades et autres présents."
LA BALEINE ET L'ESCARGOTE,https://www.cine974.com/film/la-baleine-et-l-escargote/46299/, 1743,https://www.cine974.com/images/affiches/moyen/la-baleine-et-l-escargote-sCLScCbT.jpg,"
								2020								",1743,3.6,0h40,11547, (16),0h40,Animation,"Britannique, Suisse",2020,Max Lang,"
	
			avec Colette Sodoyez, Maia Baran, Philippe Resimont, Sophie Pyronnet, Cécile Florin,  plus...
	","conseillé en Famille, pour Marmailles", 3.6 | 16 avis ,"Précédé de deux courts métrages animés en avant- programme : Le Gnome et Le Nuage Kuap. Une petite escargote de mer s’ennuie sur le rocher d’un vieux port et rêve de parcourir le monde. Un jour, une grande baleine à bosse lui propose de l’emmener en voyage à travers les océans du globe. Cette amitié insolite nous plonge dans une odyssée fabuleuse au cœur de la nature, de l’infiniment petit à l’infiniment grand."
RESIDENT EVIL : APOCALYPSE,https://www.cine974.com/film/resident-evil-apocalypse/2083/, 1744,https://www.cine974.com/images/affiches/moyen/resident-evil---apocalypse-ehrBrBF4.jpg,"
								2004								",1744,3.6,1h40,37903, (15),1h40,Action,"Allemand, Américain, Britannique, Français",2004,Alexander Witt,"
	
			avec Milla Jovovich, Sienna Guillory, Oded Fehr, Thomas Kretschmann, Jared Harris,  plus...
	",Interdit aux moins de 12 ans, 3.6 | 15 avis ,"Alice a survécu à l'effroyable cauchemar qui a dévasté le complexe scientifique ultrasecret d'Umbrella Corporation, mais elle n'est pas la seule à en être ressortie...Un virus mortel s'est abattu sur la ville de Raccoon et rien ne semble pouvoir lui échapper. Avec un groupe de survivants, Alice, dont le métabolisme a mystérieusement été modifié, doit affronter le pire. Certes, elle a gagné de nouveaux pouvoirs, elle est plus puissante, ses sens sont surmultipliés et sa dextérité est hallucinante, mais ça ne sera pas forcément suffisant... Elle est rejointe dans son combat par Jill Valentine, un ancien membre des forces spéciales d'Umbrella.Ensemble, elles vont tenter de résoudre les énigmes et faire face à une force maléfique, un ennemi absolu lancé sur leurs traces. Son nom ? Némésis. Son but ? Eliminer toute vie. Cette fois, s'échapper ne suffira pas. Il va falloir affronter..."
FURTIF,https://www.cine974.com/film/furtif/2370/, 1745,https://www.cine974.com/images/affiches/moyen/furtif-FIT3naAW.jpg,"
								2005								",1745,3.6,2h01,6496, (15),2h01,Action,Américain,2005,Rob Cohen,"
	
			avec Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard, Joe Morton,  plus...
	",, 3.6 | 15 avis ,"Ben, Kara et Henry sont les pilotes d'essai d'avions de combat furtifs ultrasophistiqués. Lorsque le capitaine Cummings leur présente EDI, un avion de combat à intelligence artificielle sans pilote humain, Ben est réticent. Mais lors de leur première mission, EDI se révèle un ""pilote"" hors pair et élimine leur cible avec succès. Sur le vol de retour, EDI est touché par la foudre. Le cerveau du drone a des réactions étranges. Malgré les réserves de Ben et de Henry, Cummings déclare EDI bon pour le service. Lors de leur mission suivante, contre un baron du crime disposant d'armes nucléaires en Chine, EDI a de nouveaux problèmes, et Ben décide d'annuler la mission... mais EDI refuse d'obéir à ses ordres et mène tout de même l'attaque. A présent, EDI a décidé d'accomplir une mission top secrète qui, si elle aboutit, pourrait bien entraîner une guerre nucléaire à l'échelle mondiale..."
EAST OF EDEN,https://www.cine974.com/film/east-of-eden/3264/, 1746,https://www.cine974.com/images/affiches/moyen/east-of-eden-PtRzyMSZ.jpg,"
								0000								",1746,3.6,0h00,3875, (15),,Drame,Américain,,Gary Ross,"
	
			avec Jennifer Lawrence, 
	",, 3.6 | 15 avis ,
DEATH WISH,https://www.cine974.com/film/death-wish/11024/, 1747,https://www.cine974.com/images/affiches/moyen/death-wish-XsQ1Y7E3.jpg,"
								2018								",1747,3.6,1h49,13366, (14),1h49,Action,Américain,2018,Eli Roth,"
	
			avec Bruce Willis, Elisabeth Shue, Camila Morrone, Vincent D'Onofrio, Beau Knapp,  plus...
	",Interdit aux moins de 12 ans, 3.6 | 14 avis ,"Quand il ne sauve pas des vies, Paul Kersey, chirurgien urgentiste, mène une vie de rêve, en famille, dans les beaux quartiers de Chicago… Jusqu’au jour où tout bascule. Sa femme est sauvagement tuée lors d’un cambriolage qui tourne mal… Sa fille de 18 ans est plongée dans le coma. Face à la lenteur de l’enquête, il se lance dans une chasse à l’homme sans merci."
FAST AND FURIOUS 4,https://www.cine974.com/film/fast-and-furious-4/548/, 1748,https://www.cine974.com/images/affiches/moyen/fast-and-furious-4-ESRhn4NQ.jpg,"
								2009								",1748,3.6,1h40,7741, (14),1h40,Action,Américain,,Justin Lin,"
	
			avec Vin Diesel, Paul Walker, Jordana Brewster, Michelle Rodriguez, John Ortiz,  plus...
	",, 3.6 | 14 avis ,"Un meurtre oblige Don Toretto, un ancien taulard en cavale, et l'agent Brian O'Conner à revenir à L.A. où leur querelle se rallume. Mais confrontés à un ennemi commun, ils sont contraints à former une alliance incertaine s'ils espèrent parvenir à déjouer ses plans. De l'attaque de convoi aux glissades de précision qui les mèneront hors de leurs propres frontières, les deux hommes trouveront le meilleur moyen de prendre leur revanche : en poussant les limites de ce qui est faisable au volant d'un bolide."
MA REUM,https://www.cine974.com/film/ma-reum/39250/, 1749,https://www.cine974.com/images/affiches/moyen/ma-reum-3w7H9iqh.jpg,"
								2017								",1749,3.6,1h25,8849, (14),1h25,Comédie,Français,2017,Frédéric Quiring,"
	
			avec Audrey Lamy, Charlie Langendries, Max Boublil, Michèle Moretti, JoeyStarr,  plus...
	",, 3.6 | 14 avis ,"Tout va pour le mieux dans la vie sans histoires de Fanny... jusqu'au jour où elle découvre que son fils chéri, Arthur, 9 ans, est le bouc émissaire de trois garçons de son école. Fanny ne laissera pas seul son fils face à ses petits bourreaux : elle va rendre à ces sales gosses la monnaie de leur pièce. Coups fourrés et pièges de cours de récré, désormais ce sera ""oeil pour oeil et dent pour dent""."
LE JOUR OÙ LA TERRE S'ARRÊTA,https://www.cine974.com/film/le-jour-ou-la-terre-s-arreta/4220/, 1750,https://www.cine974.com/images/affiches/moyen/le-jour-o---la-terre-s-arr--ta-c8FNje7G.jpg,"
								2008								",1750,3.6,1h42,14248, (14),1h42,Drame,Américain,,Scott Derrickson,"
	
			avec Keanu Reeves, Jennifer Connelly, Kathy Bates, John Cleese, Robert Knepper,  plus...
	",, 3.6 | 14 avis ,"L'arrivée sur Terre de Klaatu, un extraterrestre d'apparence humaine, provoque de spectaculaires bouleversements. Tandis que les gouvernements et les scientifiques tentent désespérément de percer son mystère, une femme, le docteur Helen Benson, parvient à nouer un contact avec lui et à comprendre le sens de sa mission. Klaatu est là pour sauver la Terre... avec ou sans les humains."
STREET FIGHTER - L'ULTIME COMBAT,https://www.cine974.com/film/street-fighter-l-ultime-combat/1665/, 1751,https://www.cine974.com/images/affiches/moyen/street-fighter---l-ultime-combat-KM3BuCzX.jpg,"
								1994								",1751,3.6,1h42,9356, (14),1h42,Action,Américain,1994,Steven E. De Souza,"
	
			avec Byron Mann, Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa,  plus...
	",, 3.6 | 14 avis ,
KUNG FU KILLER,https://www.cine974.com/film/kung-fu-killer/10673/, 1752,https://www.cine974.com/images/affiches/moyen/kung-fu-killer-ukwKP9tu.jpg,"
								2008								",1752,3.6,1h33,28738, (14),1h33,Action,"Américain, Canadien",2008,Philip Spink,"
	
			avec David Carradine, Daryl Hannah, James Katsuyuki Taenaka, Kay Tong Lim, Yu Beng Lim,  plus...
	",, 3.6 | 14 avis ,"Afin de venger la mort de son maître Wudang, Crane, un moine caucasien, expert en arts martiaux, infiltre les bas-fonds de Shanghai, à la recherche des coupables."
BACK TO SCHOOL,https://www.cine974.com/film/back-to-school/40126/, 1753,https://www.cine974.com/images/affiches/moyen/back-to-school-zMMtaE3J.jpg,"
								2018								",1753,3.6,1h51,11028, (14),1h51,Comédie,Américain,2018,Malcolm D. Lee,"
	
			avec Kevin Hart, Tiffany Haddish, Mary Lynn Rajskub, Rob Riggle, Romany Malco,  plus...
	",, 3.6 | 14 avis ,Un groupe d'adultes inadaptés est forcé de retourner sur les bancs de l'école pour repasser leurs examens de fin d'année du lycée.
"BLOODSPORT, TOUS LES COUPS SONT PERMIS",https://www.cine974.com/film/bloodsport-tous-les-coups-sont-permis/1734/, 1754,https://www.cine974.com/images/affiches/moyen/bloodsport--tous-les-coups-sont-permis-MQUEi3zS.jpg,"
								1988								",1754,3.6,1h32,9858, (14),1h32,Action,Américain,1988,Newt Arnold,"
	
			avec Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton, Forest Whitaker,  plus...
	",, 3.6 | 14 avis ,
HÔTEL TRANSYLVANIE,https://www.cine974.com/film/hotel-transylvanie/2866/, 1755,https://www.cine974.com/images/affiches/moyen/h--tel-transylvanie-l8VCzSN1.jpg,"
								2013								",1755,3.6,1h31,6463, (13),1h31,Action,Américain,,Genndy Tartakovsky,"
	
			avec Serge Faliu, Alex Goude, Virginie Efira, Adam Sandler, Andy Samberg,  plus...
	","conseillé en Famille, pour Marmailles", 3.6 | 13 avis ,"Bienvenue à l’Hôtel Transylvanie, le somptueux hôtel de Dracula, où les monstres et leurs familles peuvent enfin vivre leur vie, se détendre et faire « monstrueusement » la fête comme ils en ont envie sans être embêtés par les humains. Pour l’anniversaire de sa fille, la jeune Mavis, qui fête ses 118 printemps, Dracula invite les plus célèbres monstres du monde – Frankenstein et sa femme, la Momie, l’Homme Invisible, une famille de loups-garous, et bien d’autres encore… Tout se passe très bien, jusqu’à ce qu’un humain débarque par hasard à l’hôtel et se lie d’amitié avec Mavis…"
NENEH SUPERSTAR,https://www.cine974.com/film/neneh-superstar/48206/, 1756,https://www.cine974.com/images/affiches/moyen/neneh-superstar-7wqQPj2n.jpg,"
								2022								",1756,3.6,1h35,5214, (13),1h35,Comédie,Français,2022,Ramzi Ben Sliman,"
	
			avec Oumy Bruni Garrel, Maïwenn, Aïssa Maïga, Steve Tientcheu, Cédric Kahn,  plus...
	","conseillé en Famille, en Amoureux, entre Amis, pour Marmailles", 3.6 | 13 avis ,"Née pour danser, Neneh est une petite fille noire de 12 ans qui vient d'intégrer l'école de ballet de l'Opéra de Paris. Malgré son enthousiasme, elle va devoir redoubler d'efforts pour s'arracher à sa condition et se faire accepter par la directrice de l'établissement, Marianne Belage. Cette dernière est en effet la garante des traditions et porteuse d'un secret qui la relie à la petite ballerine."
DOGMAN,https://www.cine974.com/film/dogman/48726/, 1757,https://www.cine974.com/images/affiches/moyen/dogman-aY3qclun.jpg,"
								2023								",1757,3.6,1h53,5139, (13),1h53,Drame,"Américain, Français",2023,Luc Besson,"
	
			avec Caleb Landry Jones, Christopher Denham, Marisa Berenson, Clemens Schick, Michael Garza,  plus...
	",, 3.6 | 13 avis ,"Abîmé par la vie, un garçon grandit et trouve son salut grâce à son amour pour les chiens."
OPÉRATION PORTUGAL,https://www.cine974.com/film/operation-portugal/46478/, 1758,https://www.cine974.com/images/affiches/moyen/op--ration-portugal-y8z5f2Pu.jpg,"
								2021								",1758,3.6,1h30,21767, (13),1h30,Comédie,Français,2021,Frank Cimière,"
	
			avec D’Jal, Sarah Perles, Pierre Azéma, Farida Ouchani, Carmen Santos,  plus...
	",, 3.6 | 13 avis ,"Hakim, 35 ans, sympathique flic de quartier d’origine marocaine, doit infiltrer la communauté portugaise pour les besoins d’une enquête. Mais peut-on devenir Portugais en trois jours ? Surtout quand on sait qu’en intervention Hakim est une catastrophe ambulante. Sa maladresse et sa malchance transforment ses nombreuses initiatives en cataclysmes. Le costume est clairement trop grand pour lui ! Rapidement pris au piège entre ses sentiments et sa mission, Hakim, qui vit seul avec sa mère, va découvrir une communauté, mais aussi une famille."
